project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0215H00007,Local Infrastructure Program - Repair/Rehabilitation of Road Network at Egypt St.  Barangay Nangka  Marikina City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,415",3/16/2015,5/14/2015,3/25/2015,100
NC0215F00187,Local Infrastructure Program - Rehabilitation of Road and Riprapping  Barangay Pinagbuhatan  Pasig City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"6,948",3/16/2015,7/13/2015,5/25/2015,100
NC0215T00111,Local Infrastructure Program - Construction of MPB  Countryside MPB  Brgy. Concepcion Uno  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",LTDL BUILDERS,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,242",3/16/2015,6/14/2015,6/12/2015,100
NC0215F00026,Construction of Grouted Riprap along Nangka River  Balimbing St.  Brgy. Nangka  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",LTDL BUILDERS,"Metro Manila 1st District Engineering Office,NCR",FMSD,"3,080",3/16/2015,5/15/2015,4/10/2015,100
NC0315H00039,Local Infrastructure Program - Completion of Mapang-akit St.  (from Maunawain St. to V. Luna Road  Brgy. Pinyahan  Q.C. 4th LD GRAVEL TO PAVED,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",VIVID CONSTRUCTION INC.(FORMERLY VIVID CONSTRUCTIO,"Quezon City 2nd District Engineering Office,NCR",RLIP,"2,207",3/13/2015,5/27/2015,5/27/2015,100
NC0215H00087,F Manalo  -  Chainage 278 - Chainage 652 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",UPSR,"3,130",3/13/2015,9/5/2015,9/4/2015,100
NC0215H00013,Local Infrastructure Program - Repair/Rehab of Road Network at Magat Salamat St.  Brgy. Concepcion Dos  Marikina City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",EXPRESS CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"1,022",3/13/2015,5/12/2015,3/25/2015,100
NC0115F00035,Construction/Maintenance of Flood Mitigation Structures and Drainage System along Pureza St.  Sta. Mesa  Manila City 6th LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",PASCAL CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"5,238",3/12/2015,8/10/2015,8/10/2015,100
NC0115H00025,Zaragosa St  -  Chainage 0 - Chainage 298  Chainage 0 - Chainage 307 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR","TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)","North Manila District Engineering Office,NCR",UPSR,"8,873",3/12/2015,8/24/2015,8/24/2015,100
NC0215T00108,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Building  MPB Brgy. Onse  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,377",3/12/2015,6/11/2015,6/10/2015,100
NC0215T00134,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Building  MPB (Covered Basketball Court) Brgy. Pedro Cruz  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. VALENCERINA TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,859",3/12/2015,6/9/2015,6/4/2015,100
NC0115H00039,Del Pan Street -  C0 to 221.0 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,"9,120",3/12/2015,7/9/2015,7/7/2015,100
NC0215F00015,Rehabilitation/Improvement of Drainage System at Luna Mencias Street and Vicinity  San Juan City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",M.S. RAMOS CONSTRUCTION INC. (FORMERLY: M.S. RAMOS,"Metro Manila 1st District Engineering Office,NCR",FMSD,"8,684",3/12/2015,10/3/2015,10/2/2015,100
NC0115F00055,Construction of Flood Mitigation Structures and Drainage System along Oroquieta St.  Manila City 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR","F.P. DE GUZMAN CONSTRUCTION, INC.","North Manila District Engineering Office,NCR",FMSD,"18,199",3/12/2015,8/8/2015,8/5/2015,100
NC0215T00152,Local Infrastructure Program - Construction of MPB  Rehab of Friendly Village MPB. Brgy. Concepcion Uno  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",WINPRO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,510,3/11/2015,5/9/2015,4/17/2015,100
NC0215T00150,Local Infrastructure Program - Construction/Rehabilitation of Multi-Purpose Bldg.  Marikina City  Champaca III  Brgy. Fortune  2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",DELPAR CONSTRUCTION & SUPPLIES,"Metro Manila 1st District Engineering Office,NCR",RLIP,"2,728",3/11/2015,6/9/2015,6/8/2015,100
NC0215H00094,Local Infrastructure Program - Rehabilitation of Local Roads  Brgy.  Niugan  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"7,050",3/10/2015,7/8/2015,6/30/2015,100
NC0215H00100,Local Infrastructure Program - Repair/rehabilitation of Brgy Roads  Rodriguez Road  Brgy. Panghulo  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,847",3/10/2015,6/7/2015,5/26/2015,100
NC0215H00104,Local Infrastructure Program - Rehabilitation of Local Roads  Brgy. Muzon  Malabon City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",FRAMECON BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,"3,794",3/10/2015,6/7/2015,6/4/2015,100
NC0215S00044,Local Infrastructure Program - Completion of 2-storey  10-classroom  Bagumbayan Elementary School  Barangay Sipac-Almacen  Navotas City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,948,3/10/2015,5/8/2015,5/7/2015,100
NC0215H00108,Dampalit Br. (B03202LZ) along Don Basilio Bautista St  RETROFITTING/REHABILITATION/STRENGTHENING,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Malabon-Navotas District Engineering Office,NCR",CNSP,"8,739",3/10/2015,8/18/2015,6/8/2015,100
NC0215H00025,Local Infrastructure Program - Rehabilitation of alley  Buenaventura St.  Barangay Tangos  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR","THREE W BUILDERS, INC.","Malabon-Navotas District Engineering Office,NCR",RLIP,"1,234",3/10/2015,6/7/2015,6/7/2015,100
NC0215H00157,Local Infrastructure Program - Rehabilitation of Road  Ignacio St.  Brgy. Bagumbayan North  Navotas City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,554",3/10/2015,6/7/2015,4/22/2015,100
NC0215H00001,Local Infrastructure Program - Rehabilitation of Local Road  Barangay Catmon  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"1,873",3/10/2015,6/7/2015,5/30/2015,100
NC0315T00021,Local Infrastructure Program - Repair/Rehab of MPB-Phase 2 Brgy. Holy Spirit  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",L.P.O. ENTERPRISES,"Quezon City 1st District Engineering Office,NCR",RLIP,"2,000",3/10/2015,5/8/2015,5/15/2015,100
NC0215H00048,Local Infrastructure Program - Rehabilitation of Road  F. Ablola St.  Barangay Tangos  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR","THREE W BUILDERS, INC.","Malabon-Navotas District Engineering Office,NCR",RLIP,946,3/10/2015,6/7/2015,5/26/2015,100
NC0215H00096,Local Infrastructure Program - Rehabilitation of Local Roads  Brgy. Catmon  Malabon City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,876",3/10/2015,6/7/2015,5/30/2015,100
NC0215T00158,Local Infrastructure Program - Repair/Rehabilitation of Multi-Purpose Building Brgy. Tugatog  Malabon City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",FRAMECON BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,474,3/10/2015,4/15/2015,4/14/2015,100
NC0215H00043,Local Infrastructure Program - Rehabilitation of alley  along Pitong Gatang St.  Barangay Sipac-Almacen  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",RLIP,473,3/10/2015,4/15/2015,4/7/2015,100
NC0215H00160,Local Infrastructure Program - Rehabilitation of Multi-purpose Pavement  Phase 2  Area 4  Block 36  Brgy. NBBS  Navotas City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,664,3/10/2015,4/15/2015,4/15/2015,100
NC0215H00017,Local Infrastructure Program - Rehabilitation of Local Road  Barangay San Agustin  Malabon City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",RLIP,"5,381",3/10/2015,6/7/2015,6/3/2015,100
NC0215H00050,Local Infrastructure Program - Rehabilitation of Road  J. Pascual St.  Barangay Tangos  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR","THREE W BUILDERS, INC.","Malabon-Navotas District Engineering Office,NCR",RLIP,"1,424",3/10/2015,6/7/2015,6/7/2015,100
NC0215H00163,Local Infrastructure Program - Rehabilitation of Road  Veradero St.  Brgy. Navotas East  Navotas City GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",KATHA BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,183",3/10/2015,6/7/2015,5/29/2015,100
NC0215H00035,Local Infrastructure Program - Rehabilitation of Road  Azucena St.  (Phase 2) Barangay Tanza  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,373",3/10/2015,6/7/2015,5/8/2015,100
NC0215H00049,Local Infrastructure Program - Rehabilitation of Road  Caseñas St.  Barangay Tangos  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR","THREE W BUILDERS, INC.","Malabon-Navotas District Engineering Office,NCR",RLIP,950,3/10/2015,6/7/2015,5/26/2015,100
NC0215H00027,Local Infrastructure Program - Rehabilitation of Local Road  Martiniko St.  Phase 1  Barangay North Bay Boulevard South  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",RLIP,"2,175",3/10/2015,6/7/2015,5/15/2015,100
NC0215S00053,Local Infrastructure Program - Repair/Rehabilitation of 2-storey  4-Classroom  Tangos Elementary School  Barangay Tangos  Navotas City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",RLIP,"1,422",3/10/2015,5/8/2015,5/7/2015,100
NC0315S00023,Local Infrastructure Program - Construction of School Building at Doña Rosario Elementary School  Phase I  Quezon City 5th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",VILLARAM BUILDERS,"Quezon City 1st District Engineering Office,NCR",RLIP,"10,842",3/9/2015,10/4/2015,10/1/2015,100
NC0215H00052,Local Infrastructure Program - Rehabilitation of Road  Gulayan St.  Barangay San Jose  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",RLIP,469,3/6/2015,4/11/2015,4/10/2015,100
NC0215F00058,Rehabilitation/Improvement of Drainage System along C-4 Road to R-10 Road  Brgy. Bagumbayan South  Navotas City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",STRUKTURA TEKNIKA SERVICES CO.,"Malabon-Navotas District Engineering Office,NCR",FMSD,"3,631",3/6/2015,7/3/2015,7/3/2015,100
NC0215F00034,Raising/Strengthening/Rehabilitation of River wall along Malabon-Tullahan River  Brgy. Tañong  Malabon City CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",FMSD,"2,411",3/6/2015,6/20/2015,3/25/2015,100
NC0215F00127,Local Infrastructure Program - Bank Improvement of San Dionisio River (Phase IV)  Barangay San Dionisio  Parañaque City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",E.R. RODRIGUEZ CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"9,158",3/6/2015,7/3/2015,6/26/2015,100
NC0215H00109,Tanza Br. (B01757LZ) along Road to Tanza  RETROFITTING/REHABILITATION/STRENGTHENING,"DistrictWide,Malabon-Navotas District Engineering Office,NCR","EC STRUCTURAL COMPOSITES, INC.","Malabon-Navotas District Engineering Office,NCR",CNSP,"8,926",3/6/2015,8/14/2015,8/14/2015,100
NC0215H00051,Local Infrastructure Program - Rehabilitation of Road  Maya-maya St.  Barangay North Bay Blvd. South  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",FRAMECON BUILDERS,"Malabon-Navotas District Engineering Office,NCR",RLIP,"3,323",3/6/2015,6/3/2015,6/3/2015,100
NC0215H00102,Local Infrastructure Program - Rehab of Calachuchi St.  Brgy.  Tanza  Navotas City Lone District GRAVEL TO PAVED,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",TM ABAD CONSTRUCTION,"Malabon-Navotas District Engineering Office,NCR",RLIP,"4,740",3/6/2015,7/4/2015,5/8/2015,100
NC0215H00003,Local Infrastructure Program - Repair/Rehab of Road Network  Brgy. Marikina Heights   Marikina City GRAVEL TO PAVED,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,"Metro Manila 1st District Engineering Office,NCR",RLIP,"3,599",3/6/2015,5/5/2015,3/25/2015,100
NC0215H00026,Local Infrastructure Program - Rehabilitation of Road  Talon 3  Las Piñas City Lone District GRAVEL TO PAVED,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",MA-AN CONSTRUCTION CORP.,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"1,892",3/6/2015,4/29/2015,4/27/2015,100
NC0315H00005,Local Infrastructure Program - Road Improvement  Brgy. Damayan  Quezon City 1st LD GRAVEL TO PAVED,"DistrictWide,Quezon City 1st District Engineering Office,NCR",JAY-MAR BUILDER,"Quezon City 1st District Engineering Office,NCR",RLIP,"2,424",3/5/2015,6/30/2015,6/30/2015,100
NC0315T00133,Local Infrastructure Program - Construction of Multi-Purpose Building  Vista Real Classica Subd.  Batasan Hills  Quezon City 2nd LD CONSTRUCTION,"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",EDELCRIZ CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",RLIP,"4,500",3/5/2015,6/2/2015,6/2/2015,100
NC0315S00020,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  North Fairview Elementary School  Quezon City 5th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",LE BRON CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",RLIP,970,3/5/2015,5/3/2015,5/30/2015,100
NC0315T00106,Local Infrastructure Program - Construction of Multi-Purpose Building  PAMASA  Barangay Sta. Lucia  Quezon City 5th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",4 DOUBLERS TRADING & CONTRACTOR,"Quezon City 1st District Engineering Office,NCR",RLIP,"4,362",3/5/2015,7/2/2015,7/2/2015,100
NC0315S00017,Local Infrastructure Program - Construction of 2-storey  4 classroom building  New Era Elem. Shool  Quezon City 6th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",RLIP,"8,804",3/5/2015,10/1/2015,9/25/2015,100
NC0315T00084,Local Infrastructure Program - Rehabilitation of Multi-Purpose Building  Greater Lagro Centennial Court  Quezon City 5th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",AYLAN CONSTRUCTION & TRADING,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,956",3/5/2015,6/4/2015,6/2/2015,100
NC0315F00076,Construction of Drainage System  Sta. Sabina Street  Villa Sabina & Pugo Street  Villilia Village  Talipapa  Quezon City 6th LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",C.A. MIGUEL CONSTRUCTION INC. (FOR.C.A. MIGUEL CON,"Quezon City 1st District Engineering Office,NCR",FMSD,"8,781",3/5/2015,8/4/2015,8/4/2015,100
NC0315F00084,Local Infrastructure Program - Drainage Improvement @ Don Victorino Subdivision  Brgy. Holy Spirit  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",PJ CONSTRUCTION & SUPPLY,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,960",3/5/2015,6/2/2015,5/29/2015,100
NC0315T00121,Local Infrastructure Program - Construction of Multi-Purpose Building @ Commonwealth E/S  Brgy. Commonwealth  Quezon City 2nd LD CONSTRUCTION,"Quezon City 2nd District,Quezon City 1st District Engineering Office,NCR",C & F CONSTRUCTION & DEVELOPMENT CORPORATION,"Quezon City 1st District Engineering Office,NCR",RLIP,"1,000",3/5/2015,4/18/2015,4/18/2015,100
